student_id,subject,score
ST00062,Biology,78
ST00062,Chemistry,52
ST00063,Mathematics,43
ST00063,English,58
ST00063,Amharic,71
ST00063,Biology,73
ST00063,Chemistry,71
ST00064,Mathematics,98
ST00064,English,96
ST00064,Amharic,96
ST00064,Biology,74
ST00064,Chemistry,76
ST00065,Mathematics,60
ST00065,English,85
ST00065,Amharic,72
ST00065,Biology,91
ST00065,Chemistry,97
ST00066,Mathematics,50
ST00066,English,70
ST00066,Amharic,65
ST00066,Biology,74
ST00066,Chemistry,97
ST00067,Mathematics,64
ST00067,English,64
ST00067,Amharic,73
ST00067,Biology,58
ST00067,Chemistry,94
ST00068,Mathematics,49
ST00068,English,58
ST00068,Amharic,95
ST00068,Biology,56
ST00068,Chemistry,84
ST00069,Mathematics,66
ST00069,English,95
ST00069,Amharic,84
ST00069,Biology,63
ST00069,Chemistry,56
ST00070,Mathematics,71
ST00070,English,44
ST00070,Amharic,46
ST00070,Biology,74
ST00070,Chemistry,82
ST00071,Mathematics,78
ST00071,English,76
ST00071,Amharic,97
ST00071,Biology,95
ST00071,Chemistry,47
ST00072,Mathematics,47
ST00072,English,71
ST00072,Amharic,92
ST00072,Biology,72
ST00072,Chemistry,83
ST00073,Mathematics,80
ST00073,English,88
ST00073,Amharic,73
ST00073,Biology,85
ST00073,Chemistry,41
ST00074,Mathematics,65
ST00074,English,64
ST00074,Amharic,77
ST00074,Biology,66
ST00074,Chemistry,53
ST00075,Mathematics,89
ST00075,English,69
ST00075,Amharic,75
ST00075,Biology,62
ST00075,Chemistry,64
ST00076,Mathematics,64
ST00076,English,70
ST00076,Amharic,56
ST00076,Biology,57
ST00076,Chemistry,75
ST00077,Mathematics,89
ST00077,English,75
ST00077,Amharic,66
ST00077,Biology,81
ST00077,Chemistry,71
ST00078,Mathematics,54
ST00078,English,47
ST00078,Amharic,70
ST00078,Biology,67
ST00078,Chemistry,81
ST00079,Mathematics,92
ST00079,English,91
ST00079,Amharic,61
ST00079,Biology,66
ST00079,Chemistry,67
ST00080,Mathematics,95
ST00080,English,45
ST00080,Amharic,51
ST00080,Biology,92
ST00080,Chemistry,62
ST00081,Mathematics,69
ST00081,English,60
ST00081,Amharic,62
ST00081,Biology,75
ST00081,Chemistry,49
ST00082,Mathematics,75
ST00082,English,40
ST00082,Amharic,95
ST00082,Biology,49
ST00082,Chemistry,75
ST00083,Mathematics,53
ST00083,English,60
ST00083,Amharic,87
ST00083,Biology,44
ST00083,Chemistry,93
ST00084,Mathematics,40
ST00084,English,54
ST00084,Amharic,55
ST00084,Biology,51
ST00084,Chemistry,90
ST00085,Mathematics,48
ST00085,English,68
ST00085,Amharic,81
ST00085,Biology,82
ST00085,Chemistry,52
ST00086,Mathematics,55
ST00086,English,47
ST00086,Amharic,48
ST00086,Biology,90
ST00086,Chemistry,70
ST00087,Mathematics,100
ST00087,English,84
ST00087,Amharic,49
ST00087,Biology,100
ST00087,Chemistry,53
ST00088,Mathematics,58
ST00088,English,90
ST00088,Amharic,66
ST00088,Biology,44
ST00088,Chemistry,42
ST00089,Mathematics,71
ST00089,English,98
ST00089,Amharic,44
ST00089,Biology,65
ST00089,Chemistry,83
ST00090,Mathematics,43
ST00090,English,73
ST00090,Amharic,73
ST00090,Biology,79
ST00090,Chemistry,57
ST00091,Mathematics,95
ST00091,English,53
ST00091,Amharic,58
ST00091,Biology,78
ST00091,Chemistry,63
ST00092,Mathematics,94
ST00092,English,92
ST00092,Amharic,94
ST00092,Biology,65
ST00092,Chemistry,53
ST00093,Mathematics,58
ST00093,English,67
ST00093,Amharic,80
ST00093,Biology,41
ST00093,Chemistry,67
ST00094,Mathematics,63
ST00094,English,45
ST00094,Amharic,97
ST00094,Biology,47
ST00094,Chemistry,64
ST00095,Mathematics,51
ST00095,English,95
ST00095,Amharic,52
ST00095,Biology,60
ST00095,Chemistry,88
ST00096,Mathematics,79
ST00096,English,97
ST00096,Amharic,86
ST00096,Biology,53
ST00096,Chemistry,72
ST00097,Mathematics,80
ST00097,English,85
ST00097,Amharic,64
ST00097,Biology,88
ST00097,Chemistry,63
ST00098,Mathematics,51
ST00098,English,79
ST00098,Amharic,46
ST00098,Biology,72
ST00098,Chemistry,61
ST00099,Mathematics,82
ST00099,English,69
ST00099,Amharic,44
ST00099,Biology,76
ST00099,Chemistry,98
ST00100,Mathematics,84
ST00100,English,65
ST00100,Amharic,56
ST00100,Biology,55
ST00100,Chemistry,70
ST00101,Mathematics,90
ST00101,English,54
ST00101,Amharic,78
ST00101,Biology,47
ST00101,Chemistry,69
ST00102,Mathematics,62
ST00102,English,99
ST00102,Amharic,52
ST00102,Biology,50
ST00102,Chemistry,84
ST00103,Mathematics,66
ST00103,English,86
ST00103,Amharic,90
ST00103,Biology,72
ST00103,Chemistry,48
ST00104,Mathematics,95
ST00104,English,49
ST00104,Amharic,92
ST00104,Biology,42
ST00104,Chemistry,47
ST00105,Mathematics,58
ST00105,English,55
ST00105,Amharic,58
ST00105,Biology,81
ST00105,Chemistry,58
ST00106,Mathematics,63
ST00106,English,45
ST00106,Amharic,74
ST00106,Biology,40
ST00106,Chemistry,69
ST00107,Mathematics,84
ST00107,English,80
ST00107,Amharic,96
ST00107,Biology,74
ST00107,Chemistry,98
ST00108,Mathematics,96
ST00108,English,64
ST00108,Amharic,64
ST00108,Biology,54
ST00108,Chemistry,65
ST00109,Mathematics,44
ST00109,English,79
ST00109,Amharic,48
ST00109,Biology,70
ST00109,Chemistry,55
ST00110,Mathematics,67
ST00110,English,70
ST00110,Amharic,74
ST00110,Biology,72
ST00110,Chemistry,43
ST00111,Mathematics,92
ST00111,English,91
ST00111,Amharic,77
ST00111,Biology,45
ST00111,Chemistry,82
ST00112,Mathematics,53
ST00112,English,86
ST00112,Amharic,95
ST00112,Biology,83
ST00112,Chemistry,91
ST00113,Mathematics,90
ST00113,English,83
ST00113,Amharic,80
ST00113,Biology,81
ST00113,Chemistry,74
ST00114,Mathematics,94
ST00114,English,69
ST00114,Amharic,88
ST00114,Biology,46
ST00114,Chemistry,99
ST00115,Mathematics,82
ST00115,English,54
ST00115,Amharic,97
ST00115,Biology,52
ST00115,Chemistry,72
ST00116,Mathematics,58
ST00116,English,76
ST00116,Amharic,86
ST00116,Biology,90
ST00116,Chemistry,76
ST00117,Mathematics,82
ST00117,English,70
ST00117,Amharic,86
ST00117,Biology,73
ST00117,Chemistry,41
ST00118,Mathematics,55
ST00118,English,87
ST00118,Amharic,80
ST00118,Biology,85
ST00118,Chemistry,79
ST00119,Mathematics,53
ST00119,English,90
ST00119,Amharic,44
ST00119,Biology,50
ST00119,Chemistry,85
ST00120,Mathematics,50
ST00120,English,75
ST00120,Amharic,89
ST00120,Biology,85
ST00120,Chemistry,64
ST00121,Mathematics,71
ST00121,English,48
ST00121,Amharic,44
ST00121,Biology,89
ST00121,Chemistry,61
ST00122,Mathematics,56
ST00122,English,58
ST00122,Amharic,92
ST00122,Biology,90
ST00122,Chemistry,78
ST00123,Mathematics,50
ST00123,English,50
ST00123,Amharic,48
ST00123,Biology,53
ST00123,Chemistry,89
ST00124,Mathematics,52
ST00124,English,48
ST00124,Amharic,59
ST00124,Biology,40
ST00124,Chemistry,67
ST00125,Mathematics,93
ST00125,English,61
ST00125,Amharic,99
ST00125,Biology,55
ST00125,Chemistry,74
ST00126,Mathematics,71
ST00126,English,81
ST00126,Amharic,51
ST00126,Biology,47
ST00126,Chemistry,92
ST00127,Mathematics,47
ST00127,English,50
ST00127,Amharic,88
ST00127,Biology,77
ST00127,Chemistry,72
ST00128,Mathematics,53
ST00128,English,83
ST00128,Amharic,62
ST00128,Biology,75
ST00128,Chemistry,86
ST00129,Mathematics,40
ST00129,English,73
ST00129,Amharic,86
ST00129,Biology,77
ST00129,Chemistry,78
ST00130,Mathematics,79
ST00130,English,85
ST00130,Amharic,65
ST00130,Biology,72
ST00130,Chemistry,72
ST00131,Mathematics,84
ST00131,English,93
ST00131,Amharic,96
ST00131,Biology,78
ST00131,Chemistry,89
ST00132,Mathematics,90
ST00132,English,96
ST00132,Amharic,97
ST00132,Biology,53
ST00132,Chemistry,71
ST00133,Mathematics,70
ST00133,English,67
ST00133,Amharic,70
ST00133,Biology,83
ST00133,Chemistry,67
ST00134,Mathematics,90
ST00134,English,56
ST00134,Amharic,63
ST00134,Biology,41
ST00134,Chemistry,40
ST00135,Mathematics,99
ST00135,English,49
ST00135,Amharic,73
ST00135,Biology,52
ST00135,Chemistry,92
ST00136,Mathematics,50
ST00136,English,85
ST00136,Amharic,67
ST00136,Biology,57
ST00136,Chemistry,44
ST00137,Mathematics,74
ST00137,English,44
ST00137,Amharic,97
ST00137,Biology,79
ST00137,Chemistry,43
ST00138,Mathematics,95
ST00138,English,63
ST00138,Amharic,60
ST00138,Biology,58
ST00138,Chemistry,45
ST00139,Mathematics,81
ST00139,English,54
ST00139,Amharic,64
ST00139,Biology,52
ST00139,Chemistry,44
ST00140,Mathematics,81
ST00140,English,50
ST00140,Amharic,47
ST00140,Biology,63
ST00140,Chemistry,60
ST00141,Mathematics,100
ST00141,English,73
ST00141,Amharic,57
ST00141,Biology,40
ST00141,Chemistry,51
ST00142,Mathematics,61
ST00142,English,78
ST00142,Amharic,55
ST00142,Biology,86
ST00142,Chemistry,50
ST00143,Mathematics,92
ST00143,English,66
ST00143,Amharic,43
ST00143,Biology,75
ST00143,Chemistry,73
ST00144,Mathematics,49
ST00144,English,89
ST00144,Amharic,68
ST00144,Biology,89
ST00144,Chemistry,91
ST00145,Mathematics,81
ST00145,English,51
ST00145,Amharic,85
ST00145,Biology,67
ST00145,Chemistry,76
ST00146,Mathematics,74
ST00146,English,46
ST00146,Amharic,65
ST00146,Biology,89
ST00146,Chemistry,100
ST00147,Mathematics,73
ST00147,English,80
ST00147,Amharic,78
ST00147,Biology,95
ST00147,Chemistry,86
ST00148,Mathematics,84
ST00148,English,88
ST00148,Amharic,49
ST00148,Biology,47
ST00148,Chemistry,70
ST00149,Mathematics,46
ST00149,English,62
ST00149,Amharic,85
ST00149,Biology,52
ST00149,Chemistry,71
ST00150,Mathematics,64
ST00150,English,82
ST00150,Amharic,65
ST00150,Biology,67
ST00150,Chemistry,50
ST00151,Mathematics,82
ST00151,English,78
ST00151,Amharic,40
ST00151,Biology,46
ST00151,Chemistry,89
ST00152,Mathematics,79
ST00152,English,97
ST00152,Amharic,56
ST00152,Biology,100
ST00152,Chemistry,51
ST00153,Mathematics,46
ST00153,English,61
ST00153,Amharic,88
ST00153,Biology,66
ST00153,Chemistry,81
ST00154,Mathematics,67
ST00154,English,56
ST00154,Amharic,48
ST00154,Biology,81
ST00154,Chemistry,57
ST00155,Mathematics,88
ST00155,English,92
ST00155,Amharic,44
ST00155,Biology,79
ST00155,Chemistry,75
ST00156,Mathematics,52
ST00156,English,74
ST00156,Amharic,81
ST00156,Biology,42
ST00156,Chemistry,90
ST00157,Mathematics,82
ST00157,English,100
ST00157,Amharic,68
ST00157,Biology,93
ST00157,Chemistry,55
ST00158,Mathematics,91
ST00158,English,69
ST00158,Amharic,61
ST00158,Biology,99
ST00158,Chemistry,42
ST00159,Mathematics,59
ST00159,English,54
ST00159,Amharic,95
ST00159,Biology,62
ST00159,Chemistry,61
ST00160,Mathematics,56
ST00160,English,74
ST00160,Amharic,79
ST00160,Biology,42
ST00160,Chemistry,52
ST00161,Mathematics,84
ST00161,English,46
ST00161,Amharic,52
ST00161,Biology,84
ST00161,Chemistry,63
ST00162,Mathematics,59
ST00162,English,99
ST00162,Amharic,97
ST00162,Biology,52
ST00162,Chemistry,55
ST00163,Mathematics,54
ST00163,English,86
ST00163,Amharic,45
ST00163,Biology,84
ST00163,Chemistry,96
ST00164,Mathematics,86
ST00164,English,54
ST00164,Amharic,45
ST00164,Biology,64
ST00164,Chemistry,47
ST00165,Mathematics,70
ST00165,English,84
ST00165,Amharic,80
ST00165,Biology,78
ST00165,Chemistry,69
ST00166,Mathematics,87
ST00166,English,71
ST00166,Amharic,48
ST00166,Biology,76
ST00166,Chemistry,66
ST00167,Mathematics,78
ST00167,English,51
ST00167,Amharic,58
ST00167,Biology,51
ST00167,Chemistry,46
ST00168,Mathematics,49
ST00168,English,99
ST00168,Amharic,60
ST00168,Biology,93
ST00168,Chemistry,63
ST00169,Mathematics,45
ST00169,English,80
ST00169,Amharic,54
ST00169,Biology,61
ST00169,Chemistry,81
ST00170,Mathematics,58
ST00170,English,54
ST00170,Amharic,99
ST00170,Biology,86
ST00170,Chemistry,89
ST00171,Mathematics,46
ST00171,English,70
ST00171,Amharic,75
ST00171,Biology,67
ST00171,Chemistry,41
ST00172,Mathematics,54
ST00172,English,58
ST00172,Amharic,89
ST00172,Biology,88
ST00172,Chemistry,86
ST00173,Mathematics,76
ST00173,English,80
ST00173,Amharic,41
ST00173,Biology,84
ST00173,Chemistry,40
ST00174,Mathematics,50
ST00174,English,84
ST00174,Amharic,54
ST00174,Biology,56
ST00174,Chemistry,93
ST00175,Mathematics,62
ST00175,English,73
ST00175,Amharic,47
ST00175,Biology,68
ST00175,Chemistry,90
ST00176,Mathematics,84
ST00176,English,82
ST00176,Amharic,95
ST00176,Biology,55
ST00176,Chemistry,91
ST00177,Mathematics,62
ST00177,English,55
ST00177,Amharic,49
ST00177,Biology,99
ST00177,Chemistry,73
ST00178,Mathematics,43
ST00178,English,43
ST00178,Amharic,94
ST00178,Biology,51
ST00178,Chemistry,85
ST00179,Mathematics,55
ST00179,English,82
ST00179,Amharic,69
ST00179,Biology,41
ST00179,Chemistry,92
ST00180,Mathematics,44
ST00180,English,77
ST00180,Amharic,79
ST00180,Biology,66
ST00180,Chemistry,77
ST00181,Mathematics,73
ST00181,English,92
ST00181,Amharic,78
ST00181,Biology,41
ST00181,Chemistry,74
ST00182,Mathematics,78
ST00182,English,56
ST00182,Amharic,85
ST00182,Biology,81
ST00182,Chemistry,94
ST00183,Mathematics,58
ST00183,English,85
ST00183,Amharic,95
ST00183,Biology,63
ST00183,Chemistry,57
ST00184,Mathematics,59
ST00184,English,90
ST00184,Amharic,67
ST00184,Biology,64
ST00184,Chemistry,70
ST00185,Mathematics,96
ST00185,English,92
ST00185,Amharic,97
ST00185,Biology,41
ST00185,Chemistry,73
ST00186,Mathematics,94
ST00186,English,62
ST00186,Amharic,61
ST00186,Biology,85
ST00186,Chemistry,60
ST00187,Mathematics,46
ST00187,English,48
ST00187,Amharic,88
ST00187,Biology,47
ST00187,Chemistry,48
ST00188,Mathematics,49
ST00188,English,89
ST00188,Amharic,85
ST00188,Biology,73
ST00188,Chemistry,77
ST00189,Mathematics,82
ST00189,English,88
ST00189,Amharic,80
ST00189,Biology,95
ST00189,Chemistry,45
ST00190,Mathematics,80
ST00190,English,85
ST00190,Amharic,40
ST00190,Biology,96
ST00190,Chemistry,41
ST00191,Mathematics,100
ST00191,English,91
ST00191,Amharic,96
ST00191,Biology,91
ST00191,Chemistry,74
ST00192,Mathematics,57
ST00192,English,51
ST00192,Amharic,49
ST00192,Biology,69
ST00192,Chemistry,94
ST00193,Mathematics,46
ST00193,English,66
ST00193,Amharic,75
ST00193,Biology,92
ST00193,Chemistry,77
ST00194,Mathematics,61
ST00194,English,48
ST00194,Amharic,96
ST00194,Biology,89
ST00194,Chemistry,73
ST00195,Mathematics,55
ST00195,English,92
ST00195,Amharic,100
ST00195,Biology,63
ST00195,Chemistry,49
ST00196,Mathematics,55
ST00196,English,45
ST00196,Amharic,57
ST00196,Biology,85
ST00196,Chemistry,74
ST00197,Mathematics,46
ST00197,English,58
ST00197,Amharic,48
ST00197,Biology,50
ST00197,Chemistry,95
ST00198,Mathematics,72
ST00198,English,43
ST00198,Amharic,49
ST00198,Biology,53
ST00198,Chemistry,92
ST00199,Mathematics,68
ST00199,English,47
ST00199,Amharic,89
ST00199,Biology,58
ST00199,Chemistry,85
ST00200,Mathematics,67
ST00200,English,41
ST00200,Amharic,92
ST00200,Biology,54
ST00200,Chemistry,50
ST00201,Mathematics,87
ST00201,English,77
ST00201,Amharic,62
ST00201,Biology,62
ST00201,Chemistry,49
ST00202,Mathematics,60
ST00202,English,57
ST00202,Amharic,65
ST00202,Biology,62
ST00202,Chemistry,99
ST00203,Mathematics,75
ST00203,English,63
ST00203,Amharic,57
ST00203,Biology,79
ST00203,Chemistry,52
ST00204,Mathematics,82
ST00204,English,49
ST00204,Amharic,46
ST00204,Biology,76
ST00204,Chemistry,72
ST00205,Mathematics,89
ST00205,English,57
ST00205,Amharic,99
ST00205,Biology,60
ST00205,Chemistry,75
ST00206,Mathematics,45
ST00206,English,85
ST00206,Amharic,63
ST00206,Biology,47
ST00206,Chemistry,54
ST00207,Mathematics,65
ST00207,English,63
ST00207,Amharic,92
ST00207,Biology,80
ST00207,Chemistry,62
ST00208,Mathematics,79
ST00208,English,97
ST00208,Amharic,83
ST00208,Biology,52
ST00208,Chemistry,47
ST00209,Mathematics,76
ST00209,English,57
ST00209,Amharic,80
ST00209,Biology,96
ST00209,Chemistry,68
ST00210,Mathematics,86
ST00210,English,93
ST00210,Amharic,78
ST00210,Biology,46
ST00210,Chemistry,66
ST00211,Mathematics,43
ST00211,English,70
ST00211,Amharic,76
ST00211,Biology,54
ST00211,Chemistry,56
ST00212,Mathematics,56
ST00212,English,59
ST00212,Amharic,43
ST00212,Biology,86
ST00212,Chemistry,42
ST00213,Mathematics,63
ST00213,English,95
ST00213,Amharic,44
ST00213,Biology,61
ST00213,Chemistry,94
ST00214,Mathematics,90
ST00214,English,50
ST00214,Amharic,100
ST00214,Biology,60
ST00214,Chemistry,53
ST00215,Mathematics,56
ST00215,English,90
ST00215,Amharic,40
ST00215,Biology,54
ST00215,Chemistry,91
ST00216,Mathematics,67
ST00216,English,89
ST00216,Amharic,53
ST00216,Biology,49
ST00216,Chemistry,87
ST00217,Mathematics,58
ST00217,English,81
ST00217,Amharic,62
ST00217,Biology,62
ST00217,Chemistry,96
ST00218,Mathematics,76
ST00218,English,97
ST00218,Amharic,62
ST00218,Biology,59
ST00218,Chemistry,52
ST00219,Mathematics,53
ST00219,English,63
ST00219,Amharic,81
ST00219,Biology,49
ST00219,Chemistry,76
ST00220,Mathematics,42
ST00220,English,79
ST00220,Amharic,54
ST00220,Biology,75
ST00220,Chemistry,76
ST00221,Mathematics,96
ST00221,English,76
ST00221,Amharic,90
ST00221,Biology,47
ST00221,Chemistry,53
ST00222,Mathematics,93
ST00222,English,42
ST00222,Amharic,98
ST00222,Biology,87
ST00222,Chemistry,73
ST00223,Mathematics,43
ST00223,English,40
ST00223,Amharic,90
ST00223,Biology,83
ST00223,Chemistry,80
ST00224,Mathematics,66
ST00224,English,85
ST00224,Amharic,52
ST00224,Biology,65
ST00224,Chemistry,88
ST00225,Mathematics,61
ST00225,English,59
ST00225,Amharic,47
ST00225,Biology,67
ST00225,Chemistry,73
ST00226,Mathematics,48
ST00226,English,40
ST00226,Amharic,49
ST00226,Biology,97
ST00226,Chemistry,81
ST00227,Mathematics,50
ST00227,English,42
ST00227,Amharic,71
ST00227,Biology,58
ST00227,Chemistry,97
ST00228,Mathematics,67
ST00228,English,99
ST00228,Amharic,78
ST00228,Biology,83
ST00228,Chemistry,49
ST00229,Mathematics,48
ST00229,English,86
ST00229,Amharic,53
ST00229,Biology,43
ST00229,Chemistry,65
ST00230,Mathematics,51
ST00230,English,51
ST00230,Amharic,57
ST00230,Biology,43
ST00230,Chemistry,51
ST00231,Mathematics,56
ST00231,English,91
ST00231,Amharic,40
ST00231,Biology,60
ST00231,Chemistry,92
ST00232,Mathematics,83
ST00232,English,71
ST00232,Amharic,42
ST00232,Biology,59
ST00232,Chemistry,49
ST00233,Mathematics,51
ST00233,English,76
ST00233,Amharic,80
ST00233,Biology,79
ST00233,Chemistry,43
ST00234,Mathematics,74
ST00234,English,84
ST00234,Amharic,44
ST00234,Biology,97
ST00234,Chemistry,86
ST00235,Mathematics,46
ST00235,English,76
ST00235,Amharic,62
ST00235,Biology,61
ST00235,Chemistry,84
ST00236,Mathematics,77
ST00236,English,83
ST00236,Amharic,60
ST00236,Biology,86
ST00236,Chemistry,87
ST00237,Mathematics,88
ST00237,English,72
ST00237,Amharic,75
ST00237,Biology,92
ST00237,Chemistry,65
ST00238,Mathematics,61
ST00238,English,77
ST00238,Amharic,57
ST00238,Biology,91
ST00238,Chemistry,49
ST00239,Mathematics,98
ST00239,English,80
ST00239,Amharic,85
ST00239,Biology,70
ST00239,Chemistry,52
ST00240,Mathematics,59
ST00240,English,43
ST00240,Amharic,100
ST00240,Biology,69
ST00240,Chemistry,94
ST00241,Mathematics,79
ST00241,English,47
ST00241,Amharic,63
ST00241,Biology,90
ST00241,Chemistry,72
